"公司名称","报告期","总资产的经营性资产占比"
"内蒙古能源发电投资集团有限公司",2016-03-31,0.973590198766345
"内蒙古能源发电投资集团有限公司",2016-06-30,0.972252591684867
"内蒙古能源发电投资集团有限公司",2016-09-30,0.97384561503095
"内蒙古能源发电投资集团有限公司",2016-12-31,0.974529933038386
"内蒙古能源发电投资集团有限公司",2017-03-31,0.974297919046784
